# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_headword_chars.tsv
#
# Version: 1.2.11 (latest, Newly released after the specification change)
# Date published: May 11, 2025
# Last modified: September 5, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# hanzi_id	A sequential ID assigned to each headword (single or multi-character) in the order of its appearance in the Myōgishō. It consists of a 5-digit numeric ID starting with 'S'.
# entry_id	A heading item ID (from krm_main) to which this character's headword belongs, formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# constituent_char	The constituent character itself. Abbreviation marks (ー) and iteration marks (〻) are converted to the actual characters they represent. Collated characters are, in principle, Kangxi Dictionary forms; the handling of Unicode new character forms (common-use forms, popular variants) is specified separately. For detailed collation notes, refer to krm_notes."
# character_order	Indicates the numerical order of appearance of the character within its headword entry.
# kazama_location_id	An ID indicating the location of this character in the Kazama Edition: K + Volume (2 digits) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# tenri_location_id	An ID indicating the location of this character in the Tenri Edition: T + Volume (a/b/c) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# img_file_name	File name of the headword character image (including the .jpg extension). The main part of the file name consists of a 7-digit number for images from Volume 1 to Volume 9, and an 8-digit number for images from Volume 10. For 7-digit numbers, the first digit indicates the volume number; for 8-digit numbers, the first two digits indicate Volume 10. The last 6 digits are based on the order of appearance, assigned according to a unique internal rule. Detailed documentation for this naming convention is not available as the work was completed over two decades ago. Null if no image is available.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
hanzi_id	entry_id	constituent_char	character_order	kazama_location_id	tenri_location_id	img_file_name
S11437	F09132	㯢	1	K03115330	Ta377330	3117330.jpg
S11438	F09133	𣟙	1	K03115340	Ta377340	3117340.jpg
S11439	F09134	撰	1	K03115411	Ta377411	3117411.jpg
S11440	F09134	子	2	K03115412	Ta377412	3117412.jpg
S11441	F09135	栗	1	K03115421	Ta377421	3117421.jpg
S11442	F09135	扶	2	K03115422	Ta377422	3117422.jpg
S11443	F09136	栗	1	K03115431	Ta377431	3117431.jpg
S11444	F09136	刾	2	K03115432	Ta377432	3117432.jpg
S11445	F09137	栗	1	K03115441	Ta377441	3117441.jpg
S11446	F09137	黄	2	K03115442	Ta377442	3117442.jpg
S11447	F09138	櫕	1	K03115510	Ta377510	3117510.jpg
S11448	F09139	⿰木⿱竹賛	1	K03115520	Ta377520	3117520.jpg
S11449	F09140	𣖷	1	K03115530	Ta377530	3117530.jpg
S11450	F09141	⿰木⿱竹昝	1	K03115540	Ta377540	3117540.jpg
S11451	F09142	𣠺	1	K03115610	Ta377610	3117610.jpg
S11452	F09143	棤	1	K03115620	Ta377620	3117620.jpg
S11453	F09144	⿰木㫺	1	K03115630	Ta377630	3117630.jpg
S11454	F09145	櫡	1	K03115640	Ta377640	3117640.jpg
S11455	F09146	𣛰	1	K03115710	Ta377710	3117710.jpg
S11456	F09147	⿰木⿱⿱厽⿱大小	1	K03115721	Ta377721	3117721.jpg
S11457	F09147	𣟹	2	K03115722	Ta377722	3117722.jpg
S11458	F09148	槮	1	K03115740	Ta377740	3117740.jpg
S11459	F09149	槮	1	K03115810	Ta377810	3117810.jpg
S11460	F09150	橝	1	K03115820	Ta377820	3117820.jpg
S11461	F09151	橝	1	K03115830	Ta377830	3117830.jpg
S11462	F09152	⿰木簟	1	K03115841	Ta377841	3117841.jpg
S11463	F09152	橝	2	K03115842	Ta377842	3117842.jpg
S11464	F09153	⿰木篲	1	K03116110	Ta378110	3118110.jpg
S11465	F09154	槥	1	K03116120	Ta378120	3118120.jpg
S11466	F09155	⿱彗木	1	K03116131	Ta378131	3118131.jpg
S11467	F09156	⿰木⿱⿰丰丰羽	1	K03116132	Ta378132	3118132.jpg
S11468	F09157	⿰木⿱⿰王王手	1	K03116141	Ta378141	3118141.jpg
S11469	F09157	⿰木⿱⿰主主手	2	K03116142	Ta378142	3118142.jpg
S11470	F09158	⿰木瑟	1	K03116210	Ta378210	3118210.jpg
S11471	F09159	框	1	K03116221	Ta378221	3118221.jpg
S11472	F09159	框	2	K03116222	Ta378222	3118222.jpg
S11473	F09160	𣓉	1	K03116230	Ta378230	3118230.jpg
S11474	F09161	𣏚	1	K03116240	Ta378240	3118240.jpg
S11475	F09162	𣏚	1	K03116310	Ta378310	3118310.jpg
S11476	F09163	𣏳	1	K03116320	Ta378320	3118320.jpg
S11477	F09164	柢	1	K03116341	Ta378341	3118341.jpg
S11478	F09165	⿰木弖	1	K03116342	Ta378342	3118342.jpg
S11479	F09166	桰	1	K03116411	Ta378411	3118411.jpg
S11480	F09166	𩤆	2	K03116412	Ta378412	3118412.jpg
S11481	F09167	杛	1	K03116420	Ta378420	3118420.jpg
S11482	F09168	梮	1	K03116430	Ta378430	3118430.jpg
S11483	F09169	𣐊	1	K03116440	Ta378440	3118440.jpg
S11484	F09170	𣝅	1	K03116510	Ta378510	3118510.jpg
S11485	F09171	樆	1	K03116520	Ta378520	3118520.jpg
S11486	F09172	㰚	1	K03116531	Ta378531	3118531.jpg
S11487	F09172	杷	2	K03116532	Ta378532	3118532.jpg
S11488	F09172	⿱離木	3	K03116533	Ta378533	3118533.jpg
S11489	F09173	枘	1	K03116540	Ta378540	3118540.jpg
S11490	F09174	㭎	1	K03116610	Ta378610	3118610.jpg
S11491	F09175	檊	1	K03116621	Ta378621	3118621.jpg
S11492	F09175	⿰木⿰卓亍	2	K03116622	Ta378622	3118622.jpg
S11493	F09176	⿰木⿰卓⿱𡗜亏	1	K03116640	Ta378640	3118640.jpg
S11494	F09177	柚	1	K03116710	Ta378710	3118710.jpg
S11495	F09178	櫾	1	K03116720	Ta378720	3118720.jpg
S11496	F09179	柙	1	K03116730	Ta378730	3118730.jpg
S11497	F09180	柛	1	K03116740	Ta378740	3118740.jpg
S11498	F09181	楰	1	K03116810	Ta378810	3118810.jpg
S11499	F09182	梬	1	K03116820	Ta378820	3118820.jpg
S11500	F09183	⿰木⿱中丂	1	K03116830	Ta378830	3118830.jpg
S11501	F09184	樤	1	K03116840	Ta378840	3118840.jpg
S11502	F09185	⿰木荧	1	K03117110	Ta379110	3119110.jpg
S11503	F09186	榹	1	K03117120	Ta379120	3119120.jpg
S11504	F09187	⿰木⿸𠂆⿱二巾	1	K03117131	Ta379131	3119131.jpg
S11505	F09187	⿰木⿱又巾	2	K03117132	Ta379132	3119132.jpg
S11506	F09187	⿰木⿱夂巾	3	K03117133	Ta379133	3119133.jpg
S11507	F09188	⿰木⿱𠂊⿱冖巾	1	K03117140	Ta379140	3119140.jpg
S11508	F09189	楴	1	K03117210	Ta379210	3119210.jpg
S11509	F09190	桬	1	K03117220	Ta379220	3119220.jpg
S11510	F09191	樿	1	K03117230	Ta379230	3119230.jpg
S11511	F09192	椲	1	K03117240	Ta379240	3119240.jpg
S11512	F09193	檫	1	K03117310	Ta379310	3119310.jpg
S11513	F09194	楑	1	K03117320	Ta379320	3119320.jpg
S11514	F09195	𣖲	1	K03117330	Ta379330	3119330.jpg
S11515	F09196	𣖲	1	K03117340	Ta379340	3119340.jpg
S11516	F09197	㰘	1	K03117410	Ta379410	3119410.jpg
S11517	F09198	棳	1	K03117420	Ta379420	3119420.jpg
S11518	F09199	𣚍	1	K03117430	Ta379430	3119430.jpg
S11519	F09200	𣘕	1	K03117441	Ta379441	3119441.jpg
S11520	F09200	𣠟	2	K03117442	Ta379442	3119442.jpg
S11521	F09200	橬	3	K03117443	Ta379443	3119443.jpg
S11522	F09201	梣	1	K03117510	Ta379510	3119510.jpg
S11523	F09202	⿰木⿱叕皿	1	K03117520	Ta379520	3119520.jpg
S11524	F09203	㮩	1	K03117530	Ta379530	3119530.jpg
S11525	F09204	栩	1	K03117540	Ta379540	3119540.jpg
S11526	F09205	榗	1	K03117610	Ta379610	3119610.jpg
S11527	F09206	⿰木⿱臸日	1	K03117621	Ta379621	3119621.jpg
S11528	F09207	⿰木𣈆	1	K03117622	Ta379622	3119622.jpg
S11529	F09208	⿰木⿱厶日	1	K03117631	Ta379631	3119631.jpg
S11530	F09208	⿰木⿱二日	2	K03117632	Ta379632	3119632.jpg
S11531	F09208	栺	3	K03117633	Ta379633	3119633.jpg
S11532	F09209	⿰木⿱日首	1	K03117641	Ta379641	3119641.jpg
S11533	F09209	𪳀	2	K03117642	Ta379642	3119642.jpg
S11534	F09210	𣚴	1	K03117710	Ta379710	3119710.jpg
S11535	F09211	楮	1	K03117720	Ta379720	3119720.jpg
S11536	F09212	柠	1	K03117740	Ta379740	3119740.jpg
S11537	F09213	⿰木⿱宀亍	1	K03117810	Ta379810	3119810.jpg
S11538	F09214	櫧	1	K03117820	Ta379820	3119820.jpg
S11539	F09215	櫫	1	K03117830	Ta379830	3119831.jpg
S11541	F09216	楅	1	K03117840	Ta379840	3119840.jpg
S11542	F09217	欏	1	K03118110	Ta380110	3120110.jpg
S11543	F09218	椀	1	K03118120	Ta380120	3120120.jpg
S11544	F09219	梡	1	K03118141	Ta380141	3120141.jpg
S11545	F09219	⿰木卵	2	K03118142	Ta380142	3120142.jpg
S11546	F09220	栱	1	K03118220	Ta380220	3120220.jpg
S11547	F09221	桀	1	K03118230	Ta380230	3120230.jpg
S11548	F09222	⿱⿰歹⿻二｜木	1	K03118241	Ta380241	3120241.jpg
S11549	F09222	𭩶	2	K03118242	Ta380242	3120242.jpg
S11550	F09223	⿱⿰歹歹木	1	K03118310	Ta380310	3120310.jpg
S11551	F09224	⿰木𭩶	1	K03118320	Ta380320	3120320.jpg
S11552	F09225	𭪪	1	K03118330	Ta380330	3120330.jpg
S11553	F09226	磔	1	K03118340	Ta380340	3120340.jpg
S11554	F09227	⿰木𭩶	1	K03118411	Ta380411	3120411.jpg
S11555	F09227	榤	2	K03118412	Ta380412	3120412.jpg
S11556	F09228	⿰木殊	1	K03118420	Ta380420	3120420.jpg
S11557	F09229	檄	1	K03118431	Ta380431	3120431.jpg
S11558	F09229	𣜥	2	K03118432	Ta380432	3120432.jpg
S11559	F09230	⿰木⿰⿱白方攴	1	K03118510	Ta380510	3120510.jpg
S11560	F09231	⿰木⿰⿱白反攵	1	K03118520	Ta380520	3120520.jpg
S11561	F09232	櫅	1	K03118530	Ta380530	3120530.jpg
S11562	F09233	橞	1	K03118540	Ta380540	3120540.jpg
S11563	F09234	橞	1	K03118610	Ta380610	3120610.jpg
S11564	F09235	棈	1	K03118620	Ta380620	3120620.jpg
S11565	F09236	㰋	1	K03118630	Ta380630	3120630.jpg
S11566	F09237	𣟍	1	K03118640	Ta380640	3120640.jpg
S11567	F09238	⿰木𨾀	1	K03118710	Ta380710	3120710.jpg
S11568	F09239	𣟌	1	K03118721	Ta380721	3120721.jpg
S11569	F09240	⿰木⿰⿱止天⿱入米	1	K03118722	Ta380722	3120722.jpg
S11570	F09241	櫴	1	K03118730	Ta380730	3120730.jpg
S11571	F09242	㮿	1	K03118740	Ta380740	3120740.jpg
S11572	F09243	樧	1	K03118810	Ta380810	3120810.jpg
S11573	F09244	栘	1	K03118820	Ta380820	3120820.jpg
S11574	F09245	羅	1	K03118841	Ta380841	3120841.jpg
S11575	F09245	栘	2	K03118842	Ta380842	3120842.jpg
S11576	F09246	檵	1	K03119110	Ta381110	3121110.jpg
S11577	F09247	檵β	1	K03119120	Ta381120	3121120.jpg
S11578	F09248	梭	1	K03119130	Ta381130	3121130.jpg
S11579	F09249	枒	1	K03119140	Ta381140	3121140.jpg
S11580	F09250	檿	1	K03119210	Ta381210	3121210.jpg
S11581	F09251	㯃	1	K03119220	Ta381220	3121220.jpg
S11582	F09252	𣛺	1	K03119230	Ta381230	3121230.jpg
S11583	F09253	梤	1	K03119240	Ta381240	3121240.jpg
S11584	F09254	棻	1	K03119310	Ta381310	3121310.jpg
S11585	F09255	榙	1	K03119320	Ta381320	3121320.jpg
S11586	F09256	𣝋	1	K03119330	Ta381330	3121330.jpg
S11587	F09257	㮨	1	K03119340	Ta381340	3121340.jpg
S11588	F09258	㮨	1	K03119410	Ta381410	3121410.jpg
S11589	F09259	𣖾	1	K03119420	Ta381420	3121420.jpg
S11590	F09260	𣖾	1	K03119430	Ta381430	3121430.jpg
S11591	F09261	栠	1	K03119440	Ta381440	3121440.jpg
S11592	F09262	䯂	1	K03119510	Ta381510	3121510.jpg
S11593	F09263	枵	1	K03119520	Ta381520	3121520.jpg
S11594	F09264	枍	1	K03119530	Ta381530	3121530.jpg
S11595	F09265	𣎸	1	K03119540	Ta381540	3121540.jpg
S11596	F09266	𣏜	1	K03119610	Ta381610	3121610.jpg
S11597	F09267	⿰木⿱二⿰目月	1	K03119620	Ta381620	3121620.jpg
S11598	F09268	⿰木仔	1	K03119630	Ta381630	3121630.jpg
S11599	F09269	𣓗	1	K03119640	Ta381640	3121640.jpg
S11600	F09270	柯	1	K03119710	Ta381710	3121710.jpg
S11601	F09271	檹	1	K03119730	Ta381730	3121730.jpg
S11602	F09272	𣞕	1	K03119740	Ta381740	3121740.jpg
S11603	F09273	槸	1	K03119810	Ta381810	3121810.jpg
S11604	F09274	槷	1	K03119820	Ta381820	3121820.jpg
S11605	F09275	㮝	1	K03119830	Ta381830	3121830.jpg
S11606	F09276	楶	1	K03119841	Ta381841	3121841.jpg
S11607	F09276	栥	2	K03119842	Ta381842	3121842.jpg
S11608	F09277	㭓	1	K03120120	Ta382120	3122120.jpg
S11609	F09278	梇	1	K03120131	Ta382131	3122131.jpg
S11610	F09278	𭩦	2	K03120132	Ta382132	3122132.jpg
S11611	F09279	槉	1	K03120140	Ta382140	3122140.jpg
S11612	F09280	櫋	1	K03120210	Ta382210	3122210.jpg
S11613	F09281	槏	1	K03120220	Ta382220	3122220.jpg
S11614	F09282	槏	1	K03120230	Ta382230	3122230.jpg
S11615	F09283	櫳	1	K03120240	Ta382240	3122240.jpg
S11616	F09284	㰍	1	K03120310	Ta382310	3122310.jpg
S11617	F09285	槾	1	K03120320	Ta382320	3122320.jpg
S11618	F09286	槾	1	K03120330	Ta382330	3122330.jpg
S11619	F09287	梱	1	K03120340	Ta382340	3122340.jpg
S11620	F09288	槈	1	K03120410	Ta382410	3122410.jpg
S11621	F09289	𣚏	1	K03120420	Ta382420	3122420.jpg
S11622	F09290	楎	1	K03120430	Ta382430	3122430.jpg
S11623	F09291	𣒃	1	K03120440	Ta382440	3122440.jpg
S11624	F09292	柫	1	K03120510	Ta382510	3122510.jpg
S11625	F09293	杯	1	K03120520	Ta382520	3122520.jpg
S11626	F09294	桮	1	K03120530	Ta382530	3122530.jpg
S11627	F09295	㮎	1	K03120541	Ta382541	3122541.jpg
S11628	F09295	⿰木菩	2	K03120542	Ta382542	3122542.jpg
S11629	F09296	𣙥	1	K03120610	Ta382610	3122610.jpg
S11630	F09297	榼	1	K03120620	Ta382620	3122620.jpg
S11631	F09298	㮂	1	K03120630	Ta382630	3122630.jpg
S11632	F09299	㮳	1	K03120640	Ta382640	3122640.jpg
S11633	F09300	⿰木⿰舟⿱大廾	1	K03120710	Ta382710	3122710.jpg
S11634	F09301	㯂	1	K03120720	Ta382720	3122720.jpg
S11635	F09302	栙	1	K03120730	Ta382730	3122730.jpg
S11636	F09303	栫	1	K03120740	Ta382740	3122740.jpg
S11637	F09304	椔	1	K03120820	Ta382820	3122820.jpg
S11638	F09305	⿰木⿱⿱中一田	1	K03120830	Ta382830	3122830.jpg
S11639	F09306	巣	1	K03120840	Ta382840	3122840.jpg
S11640	F09307	巢	1	K03121110	Ta383110	3123110.jpg
S11641	F09308	樔	1	K03121120	Ta383120	3123120.jpg
S11642	F09309	桚	1	K03121130	Ta383130	3123130.jpg
S11643	F09310	㯿	1	K03121141	Ta383141	3123141.jpg
S11644	F09310	〓	2	K03121142	Ta383142	3123142.jpg
S11645	F09311	⿱巛⿱巛木	1	K03121210	Ta383210	3123210.jpg
S11646	F09312	橾	1	K03121220	Ta383220	3123220.jpg
S11647	F09313	㮴	1	K03121230	Ta383230	3123230.jpg
S11648	F09314	𣔱	1	K03121240	Ta383240	3123240.jpg
S11649	F09315	⿱椎冏	1	K03121310	Ta383310	3123310.jpg
S11650	F09316	檇	1	K03121320	Ta383320	3123320.jpg
S11651	F09317	檮	1	K03121330	Ta383330	3123330.jpg
S11652	F09318	𣚑	1	K03121340	Ta383340	3123340.jpg
S11653	F09319	𣚑	1	K03121410	Ta383410	3123410.jpg
S11654	F09320	⿰木𡔽	1	K03121420	Ta383420	3123420.jpg
S11655	F09321	楄	1	K03121430	Ta383430	3123430.jpg
S11656	F09322	㯕	1	K03121440	Ta383440	3123440.jpg
S11657	F09323	⿱府木	1	K03121510	Ta383510	3123510.jpg
S11658	F09324	⿰木⿱木丁	1	K03121520	Ta383520	3123520.jpg
S11659	F09325	𣡄	1	K03121530	Ta383530	3123530.jpg
S11660	F09326	榒	1	K03121541	Ta383541	3123541.jpg
S11661	F09326	⿱弱木	2	K03121542	Ta383542	3123542.jpg
S11662	F09327	檁	1	K03121610	Ta383610	3123610.jpg
S11663	F09328	⿰木⿱⿱亠⿰口口⿱囬木	1	K03121620	Ta383620	3123620.jpg
S11664	F09329	梘	1	K03121630	Ta383630	3123630.jpg
S11665	F09330	〓	1	K03121640	Ta383640	3123640.jpg
S11666	F09331	㮑	1	K03121710	Ta383710	3123710.jpg
S11667	F09332	⿰相夬	1	K03121720	Ta383720	3123720.jpg
S11668	F09333	𣓞	1	K03121731	Ta383731	3123731.jpg
S11669	F09333	槊	2	K03121732	Ta383732	3123732.jpg
S11670	F09334	㮛	1	K03121740	Ta383740	3123740.jpg
S11671	F09335	⿰木⿱日各	1	K03121810	Ta383810	3123810.jpg
S11672	F09336	⿰木⿱日⿱宀焱	1	K03121821	Ta383821	3123821.jpg
S11673	F09336	〓	2	K03121822	Ta383822	3123822.jpg
S11674	F09336	⿰木⿱⿻与𦥑⿳冖林灬	3	K03121823	Ta383823	3123823.jpg
S11675	F09337	杰	1	K03121840	Ta383840	3123840.jpg
S11676	F09338	㯯	1	K03122110	Ta384110	3124110.jpg
S11677	F09339	欐	1	K03122120	Ta384120	3124120.jpg
S11678	F09340	欐	1	K03122140	Ta384140	3124140.jpg
S11679	F09341	㮒	1	K03122210	Ta384210	3124210.jpg
S11680	F09342	⿰木衆	1	K03122220	Ta384220	3124220.jpg
S11681	F09343	⿱⿱旦口⿱⿵冂㗊木	1	K03122230	Ta384230	3124230.jpg
S11682	F09344	槳	1	K03122240	Ta384240	3124240.jpg
S11683	F09345	㮥	1	K03122310	Ta384310	3124310.jpg
S11684	F09346	㯲	1	K03122320	Ta384320	3124320.jpg
S11685	F09347	⿰木衫	1	K03122331	Ta384331	3124331.jpg
S11686	F09347	棜	2	K03122332	Ta384332	3124332.jpg
S11687	F09348	㯸	1	K03122340	Ta384340	3124340.jpg
S11688	F09349	樎	1	K03122410	Ta384410	3124410.jpg
S11689	F09350	桲	1	K03122420	Ta384420	3124420.jpg
S11690	F09351	㭈	1	K03122430	Ta384430	3124430.jpg
S11691	F09352	楩	1	K03122440	Ta384440	3124440.jpg
S11692	F09353	㰊	1	K03122510	Ta384510	3124510.jpg
S11693	F09354	㯛	1	K03122520	Ta384520	3124520.jpg
S11694	F09355	椊	1	K03122530	Ta384530	3124530.jpg
S11695	F09356	槦	1	K03122540	Ta384540	3124540.jpg
S11696	F09357	㮧	1	K03122610	Ta384610	3124610.jpg
S11697	F09358	㮧	1	K03122620	Ta384620	3124620.jpg
S11698	F09359	𣞐	1	K03122630	Ta384630	3124630.jpg
S11699	F09360	㭚	1	K03122640	Ta384640	3124640.jpg
S11700	F09361	𣕁	1	K03122710	Ta384710	3124710.jpg
S11701	F09362	𣚀	1	K03122720	Ta384720	3124720.jpg
S11702	F09363	榞	1	K03122730	Ta384730	3124730.jpg
S11703	F09364	𣝑	1	K03122740	Ta384740	3124740.jpg
S11704	F09365	橉	1	K03122810	Ta384810	3124810.jpg
S11705	F09366	𭩸	1	K03122820	Ta384820	3124820.jpg
S11706	F09367	⿱⿱刃冖⿱比木	1	K03122830	Ta384830	3124830.jpg
S11707	F09368	𣖵	1	K03122840	Ta384840	3124840.jpg
S11708	F09369	㮶	1	K03123110	Ta385110	3125110.jpg
S11709	F09370	⿰木⿱覀𦙚	1	K03123120	Ta385120	3125120.jpg
S11710	F09371	𣒨	1	K03123130	Ta385130	3125130.jpg
S11711	F09372	柭	1	K03123140	Ta385140	3125140.jpg
S11712	F09373	樒	1	K03123210	Ta385210	3125210.jpg
S11713	F09374	榓	1	K03123221	Ta385221	3125221.jpg
S11714	F09374	櫁	2	K03123222	Ta385222	3125222.jpg
S11715	F09375	㮃	1	K03123230	Ta385230	3125230.jpg
S11716	F09376	𣚜	1	K03123240	Ta385240	3125240.jpg
S11717	F09377	棴	1	K03123310	Ta385310	3125310.jpg
S11718	F09378	㮫	1	K03123320	Ta385320	3125320.jpg
S11719	F09379	㮹	1	K03123330	Ta385330	3125330.jpg
S11720	F09380	㮁	1	K03123340	Ta385340	3125340.jpg
S11721	F09381	橇	1	K03123410	Ta385410	3125410.jpg
S11722	F09382	𣔴	1	K03123420	Ta385420	3125420.jpg
S11723	F09383	𣔻	1	K03123430	Ta385430	3125430.jpg
S11724	F09384	㮙	1	K03123441	Ta385441	3125441.jpg
S11725	F09384	⿰木㖾	2	K03123442	Ta385442	3125442.jpg
S11726	F09385	槬	1	K03123510	Ta385510	3125510.jpg
S11727	F09386	𣘨	1	K03123520	Ta385520	3125520.jpg
S11728	F09387	橠	1	K03123530	Ta385530	3125530.jpg
S11729	F09388	棎	1	K03123540	Ta385540	3125540.jpg
S11730	F09389	桒	1	K03123610	Ta385610	3125610.jpg
S11731	F09390	桑	1	K03123620	Ta385620	3125620.jpg
S11732	F09391	桒	1	K03123630	Ta385630	3125630.jpg
S11733	F09392	𭪷	1	K03123640	Ta385640	3125640.jpg
S11734	F09393	⿰木愚	1	K03123710	Ta385710	3125710.jpg
S11735	F09394	𪴆	1	K03123720	Ta385720	3125720.jpg
S11736	F09395	⿰木⿰力句	1	K03123730	Ta385730	3125730.jpg
S11737	F09396	⿰木⿲亻日力	1	K03123740	Ta385740	3125740.jpg
S11738	F09397	⿰木怨	1	K03123810	Ta385810	3125810.jpg
S11739	F09398	棙	1	K03123820	Ta385820	3125820.jpg
S11740	F09399	𬂶	1	K03123830	Ta385830	3125830.jpg
S11741	F09400	𨐣	1	K03123840	Ta385840	3125840.jpg
S11742	F09401	棭	1	K03124110	Ta386110	3126110.jpg
S11743	F09402	欚	1	K03124120	Ta386120	3126120.jpg
S11744	F09403	𣜡	1	K03124130	Ta386130	3126130.jpg
S11745	F09404	⿰木⿱比功	1	K03124140	Ta386140	3126140.jpg
S11746	F09405	榾	1	K03124210	Ta386210	3126210.jpg
S11747	F09406	樼	1	K03124220	Ta386220	3126220.jpg
S11748	F09407	㭾	1	K03124230	Ta386230	3126230.jpg
S11749	F09408	梶	1	K03124240	Ta386240	3126240.jpg
S11750	F09409	⿰木奔	1	K03124310	Ta386310	3126310.jpg
S11751	F09410	校	1	K03124320	Ta386320	3126320.jpg
S11752	F09411	桙	1	K03124330	Ta386330	3126330.jpg
S11753	F09412	渠	1	K03124340	Ta386340	3126340.jpg
S11754	F09413	杣	1	K03124410	Ta386410	3126410.jpg
S11755	F09414	𣏬	1	K03124420	Ta386420	3126420.jpg
S11756	F09415	⿰木昬	1	K03124430	Ta386430	3126430.jpg
S11757	F09416	梨	1	K03124440	Ta386440	3126440.jpg
S11758	F09417	棃	1	K03124520	Ta386520	3126520.jpg
S11759	F09418	椾	1	K03124530	Ta386530	3126530.jpg
S11760	F09419	𭫶	1	K03124540	Ta386540	3126540.jpg
S11761	F09420	𪳵	1	K03124610	Ta386610	3126610.jpg
S11762	F09421	⿱維木	1	K03124620	Ta386620	3126620.jpg
S11763	F09422	𣘣	1	K03124630	Ta386630	3126630.jpg
S11764	F09423	𬄧	1	K03124640	Ta386640	3126640.jpg
S11765	F09424	柮	1	K03124710	Ta386710	3126710.jpg
S11766	F09425	枝	1	K03124730	Ta386730	3126730.jpg
S11767	F09426	助	1	K03124741	Ta386741	3126741.jpg
S11768	F09426	枝	2	K03124742	Ta386742	3126742.jpg
S11769	F09427	三	1	K03124811	Ta386811	3126811.jpg
S11770	F09427	枝	2	K03124812	Ta386812	3126812.jpg
S11771	F09428	檯	1	K03124820	Ta386820	3126820.jpg
S11772	F09429	梞	1	K03124830	Ta386830	3126830.jpg
S11773	F09430	槵	1	K03124840	Ta386840	3126840.jpg
S11774	F09431	梙	1	K03125110	Ta387110	3127110.jpg
S11775	F09432	檢	1	K03125120	Ta387120	3127120.jpg
S11776	F09433	𪴤	1	K03125130	Ta387130	3127130.jpg
S11777	F09434	牀	1	K03125140	Ta387140	3127140.jpg
S11778	F09435	⿱水木	1	K03125211	Ta387211	3127211.jpg
S11779	F09435	⿱木尒	2	K03125212	Ta387212	3127212.jpg
S11780	F09435	桼	3	K03125213	Ta387213	3127213.jpg
S11781	F09436	㮿	1	K03125220	Ta387220	3127220.jpg
S11782	F09437	楾	1	K03125230	Ta387230	3127230.jpg
S11783	F09438	木	1	K03125241	Ta387241	3127241.jpg
S11784	F09438	泉	2	K03125242	Ta387242	3127242.jpg
S11785	F09439	⿱不木	1	K03125311	Ta387311	3127311.jpg
S11786	F09439	⿰不木	2	K03125312	Ta387312	3127312.jpg
S11787	F09439	㭞	3	K03125313	Ta387313	3127313.jpg
S11788	F09439	⿰木⿱雨方	4	K03125314	Ta387314	3127314.jpg
S11789	F09439	⿰木⿳丷不日	5	K03125315	Ta387315	3127315.jpg
S11790	F09439	𣒲	6	K03125320	Ta387320	3127320.jpg
S11791	F09440	⿱⿱木吅⿱𠆢己	1	K03125330	Ta387330	3127330.jpg
S11792	F09441	朱	1	K03125340	Ta387340	3127340.jpg
S11793	F09442	⿱稚木	1	K03125410	Ta387410	3127410.jpg
S11794	F09443	⿱改木	1	K03125420	Ta387420	3127420.jpg
S11795	F09444	𡙸	1	K03125430	Ta387430	3127430.jpg
S11796	F09445	楞	1	K03125440	Ta387440	3127440.jpg
S11797	F09446	榘	1	K03125510	Ta387510	3127510.jpg
S11798	F09447	栔	1	K03125520	Ta387520	3127520.jpg
S11799	F09448	乘	1	K03125531	Ta387531	3127531.jpg
S11800	F09448	椉	2	K03125532	Ta387532	3127532.jpg
S11801	F09449	㯔	1	K03125610	Ta387610	3127610.jpg
S11802	F09450	𣡶	1	K03125620	Ta387620	3127620.jpg
S11803	F09451	楬	1	K03125630	Ta387630	3127630.jpg
S11804	F09452	𣗼	1	K03125640	Ta387640	3127640.jpg
S11805	F09453	喿	1	K03125710	Ta387710	3127710.jpg
S11806	F09454	橶	1	K03125720	Ta387720	3127720.jpg
S11807	F09455	朼	1	K03125730	Ta387730	3127730.jpg
S11808	F09456	荼	1	K03125740	Ta387740	3127740.jpg
S11809	F09457	㭟	1	K03125830	Ta387830	3127830.jpg
S11810	F09458	㯻	1	K03125841	Ta387841	3127841.jpg
